# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 21 22:34:22 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper < 10
# CONSTRAINT:  and pl_radj > .7)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HAT-P-13 b,HAT-P-13,1,1,2,Transit,2009,HATNet,Published Confirmed,0,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,2.91625000,0.00001500,-0.00001500,0,,,,,14.258,0.729,-0.729,0,1.272,0.065,-0.065,0,270.46200,12.07700,-12.07700,0,0.85100,0.03800,-0.03800,0,Mass,0.013300,0.004100,-0.004100,0,,,,,,,,,1,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,2.2080000,-2.2080000,11.1470000,0.1140000,-0.1140000,10.4210000,0.0080000,-0.0080000,9.3280000,0.0180000,-0.0180000,9.0580000,0.0170000,-0.0170000,8.9750000,0.0170000,-0.0170000,10.4168000,0.0002540,-0.0002540,2014-10-15,2010-07,2014-10-15
KELT-24 b,KELT-24,1,1,1,Transit,2019,KELT-North,Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R/abstract target=ref>Rodriguez et al. 2019</a>,5.55149260,0.00000810,-0.00000800,0,0.069690,0.000870,-0.000960,0,14.258,0.235,-0.235,0,1.272,0.021,-0.021,0,1646.35940,66.74430,-69.92260,0,5.18000,0.21000,-0.22000,0,Mass,0.077000,0.024000,-0.025000,0,750.90,31.60,-30.90,0,1459,16,-16,0,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R/abstract target=ref>Rodriguez et al. 2019</a>,6509.00,50.00,-49.00,0,1.51,0.02,-0.02,0,1.46,0.06,-0.06,0,0.186,0.077,-0.076,0,[Fe/H],4.25,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m38.17s,161.9090273,+71d39m20.62s,71.6557270,96.5173000,0.3122500,-0.3122500,8.8160000,0.0260000,-0.0260000,8.3400000,0.0300000,-0.0300000,7.4080000,0.0240000,-0.0240000,7.2000000,0.0440000,-0.0440000,7.1540000,0.0210000,-0.0210000,8.2375200,0.0003570,-0.0003570,2019-09-06 17:00:24,2019-11,2019-09-12
TrES-2 b,TrES-2,0,2,1,Transit,2006,TrES,Published Confirmed,0,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,2.47063000,0.00001000,-0.00001000,0,0.035560,0.000750,-0.000750,0,14.258,0.460,-0.460,0,1.272,0.041,-0.041,0,381.10000,16.52700,-16.52700,0,1.19900,0.05200,-0.05200,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5854.00,101.62,-101.62,0,1.02,0.04,-0.04,0,1.06,0.13,-0.13,0,-0.030,0.100,-0.100,0,[M/H],4.45,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.3200000,1.0445000,-1.0445000,11.8550000,0.1640000,-0.1640000,11.2540000,0.0110000,-0.0110000,10.2320000,0.0200000,-0.0200000,9.9200000,0.0260000,-0.0260000,9.8460000,0.0220000,-0.0220000,11.2819000,0.0004720,-0.0004720,2018-04-25 14:05:34,2009-05,2014-05-14
HAT-P-4 b,HAT-P-4,0,2,1,Transit,2007,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.05652540,0.00000120,-0.00000120,0,0.044490,0.000830,-0.001200,0,14.280,0.549,-0.673,0,1.274,0.049,-0.060,0,206.90733,10.48839,-11.75971,0,0.65100,0.03300,-0.03700,0,Mass,0.007300,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5860.00,80.00,-80.00,0,1.60,0.06,-0.07,0,1.25,0.07,-0.11,0,0.240,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,320.4510000,2.8270000,-2.8270000,11.8310000,0.1430000,-0.1430000,11.1180000,0.0100000,-0.0100000,10.1000000,0.0220000,-0.0220000,9.8370000,0.0200000,-0.0200000,9.7700010,0.0200000,-0.0200000,11.0634000,0.0005280,-0.0005280,2019-03-18 15:03:42,2017-06,2019-03-21
HAT-P-4 b,HAT-P-4,1,2,1,Transit,2007,HATNet,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,3.05653600,,,0,0.044380,0.000810,-0.001500,0,14.280,0.549,-0.673,0,1.274,0.049,-0.060,0,213.25500,10.48800,-13.98400,0,0.67100,0.03300,-0.04400,0,Mass,0.000000,,,0,,,,,1686,30,-26,0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,5860.00,80.00,,0,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h19m57.89s,229.9912200,+36d13m46.36s,36.2295450,320.4510000,2.8270000,-2.8270000,11.8310000,0.1430000,-0.1430000,11.1180000,0.0100000,-0.0100000,10.1000000,0.0220000,-0.0220000,9.8370000,0.0200000,-0.0200000,9.7700010,0.0200000,-0.0200000,11.0634000,0.0005280,-0.0005280,2014-05-14,2008-04,2014-05-14
HAT-P-36 b,HAT-P-36,1,1,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,1.32734683,0.00000048,-0.00000048,0,0.024100,0.000470,-0.000470,0,14.314,0.224,-0.224,0,1.277,0.020,-0.020,0,587.41341,27.65121,-27.65121,0,1.84820,0.08700,-0.08700,0,Mass,,,,,,,,,1781,19,-19,0,0,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,5620.00,40.00,-40.00,0,1.04,0.01,-0.01,0,1.03,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m03.89s,188.2662048,+44d54m55.32s,44.9153672,294.4190000,2.2520000,-2.2520000,12.9670000,0.3350000,-0.3350000,12.1460000,0.0250000,-0.0250000,11.0460000,0.0270000,-0.0270000,10.7230000,0.0300000,-0.0300000,10.6030000,0.0210000,-0.0210000,12.0930000,0.0005330,-0.0005330,2019-07-08 11:33:46,2019-07,2019-07-11
WASP-39 b,WASP-39,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,4.05529410,0.00000340,-0.00000340,0,0.048280,0.000820,-0.000820,0,14.336,0.448,-0.448,0,1.279,0.040,-0.040,0,89.31023,10.17056,-10.17056,0,0.28100,0.03200,-0.03200,0,Mass,,,,,,,,,1166,14,-14,0,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,5485.00,50.00,-50.00,0,0.94,0.02,-0.02,0,0.91,0.05,-0.05,0,0.010,0.090,-0.090,0,[Fe/H],4.45,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444994,213.9820000,1.7455000,-1.7455000,12.8540000,0.0360000,-0.0360000,12.0950000,0.2520000,-0.2520000,10.6630000,0.0240000,-0.0240000,10.3070000,0.0230000,-0.0230000,10.2020000,0.0230000,-0.0230000,11.8867000,0.0002880,-0.0002880,2019-11-27 09:13:34,2018-05,2019-12-05
HAT-P-42 b,HAT-P-42,0,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.681,-1.681,0,1.280,0.150,-0.150,0,279.69040,44.49620,-41.31790,0,0.88000,0.14000,-0.13000,0,Mass,0.110000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5743.00,50.00,-50.00,0,1.53,0.14,-0.14,0,1.18,0.07,-0.07,0,0.270,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,405.2380000,7.6375000,-7.6375000,12.8270000,0.0190000,-0.0190000,12.1250000,0.0460000,-0.0460000,10.9600000,0.0230000,-0.0230000,10.6770000,0.0240000,-0.0240000,10.6260000,0.0260000,-0.0260000,12.0031000,0.0002100,-0.0002100,2019-03-18 15:04:06,2017-06,2019-03-21
HAT-P-42 b,HAT-P-42,1,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.715,-1.715,0,1.280,0.153,-0.153,0,331.80100,26.37900,-26.37900,0,1.04400,0.08300,-0.08300,0,Mass,0.000000,,,0,,,,,1428,60,-60,0,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,5743.00,50.00,-50.00,0,1.53,0.14,-0.14,0,1.18,0.07,-0.07,0,0.270,0.080,-0.080,0,[Fe/H],4.14,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m22.65s,135.3443583,+06d05m49.50s,6.0970828,405.2380000,7.6375000,-7.6375000,12.8270000,0.0190000,-0.0190000,12.1250000,0.0460000,-0.0460000,10.9600000,0.0230000,-0.0230000,10.6770000,0.0240000,-0.0240000,10.6260000,0.0260000,-0.0260000,12.0031000,0.0002100,-0.0002100,2014-05-14,2013-10,2014-05-14
K2-107 b,K2-107,0,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.31394400,0.00002300,-0.00002400,0,,,,,14.400,2.200,-1.900,0,1.280,0.200,-0.170,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,1.73,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m56.49s,284.9853550,-22d17m36.31s,-22.2934206,685.2000000,19.9330000,-19.9330000,13.6340000,0.0060000,-0.0060000,13.0120000,0.1030000,-0.1030000,11.5640000,0.0210000,-0.0210000,11.2570000,0.0250000,-0.0250000,11.2100000,0.0210000,-0.0210000,12.7669000,0.0003380,-0.0003380,2017-12-14,2018-01,2017-12-14
WASP-10 b,WASP-10,0,1,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,3.09276360,0.00000940,-0.00002100,0,0.036900,0.001200,-0.001400,0,14.348,0.863,-1.020,0,1.280,0.077,-0.091,0,940.77680,69.92260,-54.03110,0,2.96000,0.22000,-0.17000,0,Mass,0.059000,0.014000,-0.004000,0,,,,,,,,,0,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,4675.00,100.00,-100.00,0,0.78,0.04,-0.04,0,0.70,0.07,-0.08,0,0.030,0.200,-0.200,0,[M/H],4.40,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m58.33s,348.9930457,+31d27m45.90s,31.4627508,140.9980000,0.7460000,-0.7460000,13.4990000,0.0370000,-0.0370000,12.4130000,0.0920000,-0.0920000,10.6030000,0.0260000,-0.0260000,10.1170000,0.0290000,-0.0290000,9.9830000,0.0180000,-0.0180000,12.1739000,0.0003180,-0.0003180,2017-01-10 21:07:55,2009-02,2016-12-08
HAT-P-13 b,HAT-P-13,0,1,2,Transit,2009,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.91623830,0.00000220,-0.00000220,0,0.042700,0.000580,-0.001200,0,14.359,0.886,-0.886,0,1.281,0.079,-0.079,0,280.64389,8.58141,-14.93801,0,0.88300,0.02700,-0.04700,0,Mass,0.013000,,,1,,,,,,,,,1,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5653.00,90.00,-90.00,0,1.56,0.08,-0.08,0,1.22,0.05,-0.10,0,0.410,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m31.77s,129.8823772,+47d21m06.87s,47.3519076,246.8100000,2.2080000,-2.2080000,11.1470000,0.1140000,-0.1140000,10.4210000,0.0080000,-0.0080000,9.3280000,0.0180000,-0.0180000,9.0580000,0.0170000,-0.0170000,8.9750000,0.0170000,-0.0170000,10.4168000,0.0002540,-0.0002540,2019-03-18 15:03:48,2017-06,2019-03-21
HAT-P-43 b,HAT-P-43,0,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,3.33268700,0.00001500,-0.00001500,0,0.044450,0.000450,-0.000530,0,14.359,0.695,-0.370,0,1.281,0.062,-0.033,0,232.01590,101.70560,-44.49620,0,0.73000,0.32000,-0.14000,0,Mass,0.210000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,5645.00,74.00,-74.00,0,1.10,0.04,-0.02,0,1.05,0.03,-0.04,0,0.230,0.080,-0.080,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h35m42.17s,128.9256885,+10d12m23.71s,10.2065866,528.8250000,7.4830000,-7.4830000,14.0980000,0.0640000,-0.0640000,13.2790000,0.0570000,-0.0570000,12.1460000,0.0210000,-0.0210000,11.8090000,0.0290000,-0.0290000,11.7640000,0.0230000,-0.0230000,13.2165000,0.0002960,-0.0002960,2019-03-18 15:04:06,2017-06,2019-03-21
HAT-P-43 b,HAT-P-43,1,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,3.33268700,0.00001500,-0.00001500,0,0.044300,0.000400,-0.000600,0,14.359,0.695,-0.370,0,1.281,0.062,-0.033,0,210.39500,19.06900,-19.06900,0,0.66200,0.06000,-0.06000,0,Mass,0.000000,,,0,,,,,1361,25,-25,0,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,5645.00,74.00,-74.00,0,1.10,0.04,-0.02,0,1.05,0.03,-0.04,0,0.230,0.080,-0.080,0,[Fe/H],4.37,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h35m42.17s,128.9256885,+10d12m23.71s,10.2065866,528.8250000,7.4830000,-7.4830000,14.0980000,0.0640000,-0.0640000,13.2790000,0.0570000,-0.0570000,12.1460000,0.0210000,-0.0210000,11.8090000,0.0290000,-0.0290000,11.7640000,0.0230000,-0.0230000,13.2165000,0.0002960,-0.0002960,2014-05-14,2013-10,2014-05-14
WASP-14 b,WASP-14,0,3,1,Transit,2008,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,2.24376610,0.00000110,-0.00000110,0,0.035800,0.001200,-0.001300,0,14.359,0.841,-0.919,0,1.281,0.075,-0.082,0,2294.73260,155.73670,-158.91500,0,7.22000,0.49000,-0.50000,0,Mass,0.078200,0.001400,-0.001200,0,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,6480.00,100.00,-100.00,0,1.31,0.07,-0.07,0,1.21,0.13,-0.12,0,0.000,0.200,-0.200,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.9970000,0.8060000,-0.8060000,10.1930000,0.0520000,-0.0520000,9.7450000,0.0040000,-0.0040000,8.8690000,0.0210000,-0.0210000,8.6500000,0.0190000,-0.0190000,8.6210000,0.0190000,-0.0190000,9.6464700,0.0003450,-0.0003450,2019-03-18 15:05:11,2017-06,2019-03-21
